transaction_id,transaction_date,transaction_amount,customer_id,customer_age,customer_income,product_category,payment_method,transaction_status,profit_margin
588,12/21/2020,1102.83,588,42,366421.47,groceries,cash,pending,error: Field 'sale_price' not found
589,10/25/2022,7071.48,589,60,395014.21,electronics,credit card,completed,error: Field 'sale_price' not found
590,11/15/2022,4242.37,590,34,92671.08,clothing,check,pending,error: Field 'sale_price' not found
591,3/29/2020,4112.61,591,96,819989.56,clothing,credit card,refunded,error: Field 'sale_price' not found
592,1/23/2021,6020.32,592,46,778867.52,clothing,cash,completed,error: Field 'sale_price' not found
593,10/22/2021,875.66,593,60,958429.32,groceries,credit card,refunded,error: Field 'sale_price' not found
594,8/3/2022,7364.03,594,39,984453.62,electronics,cash,completed,error: Field 'sale_price' not found
595,2/9/2022,923.78,595,18,252797.72,electronics,check,pending,error: Field 'sale_price' not found
596,7/6/2021,623.19,596,24,371314.92,electronics,credit card,pending,error: Field 'sale_price' not found
597,5/24/2020,4449.34,597,53,913877.91,clothing,credit card,completed,error: Field 'sale_price' not found
598,9/25/2022,640.62,598,69,67141.25,groceries,check,pending,error: Field 'sale_price' not found
599,2/2/2020,3542.71,599,59,178751.95,electronics,check,refunded,error: Field 'sale_price' not found
600,6/2/2021,3066.45,600,71,163779.85,clothing,cash,completed,error: Field 'sale_price' not found
601,9/18/2021,4669.08,601,91,835994.66,clothing,check,refunded,error: Field 'sale_price' not found
602,10/19/2021,9471.42,602,49,715395.85,clothing,credit card,completed,error: Field 'sale_price' not found
603,8/29/2022,9421.95,603,40,148378.26,electronics,check,refunded,error: Field 'sale_price' not found
604,9/28/2020,9618.2,604,42,567821.2,groceries,check,pending,error: Field 'sale_price' not found
605,12/6/2022,9810.87,605,80,712820.54,clothing,cash,pending,error: Field 'sale_price' not found
606,4/6/2022,3343.88,606,85,712018.44,groceries,credit card,completed,error: Field 'sale_price' not found
607,9/4/2021,9232.5,607,62,999509.29,electronics,credit card,completed,error: Field 'sale_price' not found
608,5/15/2022,7223.14,608,63,319865.05,groceries,cash,completed,error: Field 'sale_price' not found
609,10/9/2021,8786.51,609,32,514015.83,clothing,check,completed,error: Field 'sale_price' not found
610,9/22/2020,9142.45,610,96,71212.27,electronics,credit card,refunded,error: Field 'sale_price' not found
611,10/4/2021,5086.3,611,42,591820.6,clothing,credit card,pending,error: Field 'sale_price' not found
612,5/24/2020,6884.69,612,70,377093.55,electronics,cash,pending,error: Field 'sale_price' not found
613,8/5/2020,517.05,613,63,425350.31,electronics,check,pending,error: Field 'sale_price' not found
614,9/27/2022,7833.65,614,51,19428.87,groceries,cash,completed,error: Field 'sale_price' not found
615,3/27/2022,1211.42,615,32,678226.73,clothing,credit card,pending,error: Field 'sale_price' not found
616,6/24/2022,3526.95,616,61,149587.48,groceries,credit card,refunded,error: Field 'sale_price' not found
617,1/10/2021,6561.87,617,20,901402.61,electronics,check,refunded,error: Field 'sale_price' not found
618,3/8/2020,5527.93,618,56,870958.03,groceries,check,completed,error: Field 'sale_price' not found
619,2/13/2021,5067.2,619,23,75483.4,groceries,check,refunded,error: Field 'sale_price' not found
620,6/24/2020,2928.87,620,25,170247.71,groceries,check,completed,error: Field 'sale_price' not found
621,12/19/2021,4845.84,621,87,480393.48,clothing,credit card,pending,error: Field 'sale_price' not found
622,12/26/2022,6613.75,622,72,574556.87,electronics,cash,completed,error: Field 'sale_price' not found
623,6/19/2022,4918.34,623,61,704637.16,groceries,credit card,completed,error: Field 'sale_price' not found
624,8/11/2021,2708.71,624,51,381551.26,clothing,check,pending,error: Field 'sale_price' not found
625,7/30/2022,6936.81,625,33,930756.4,electronics,credit card,completed,error: Field 'sale_price' not found
626,10/2/2021,7209.35,626,53,301672.54,groceries,cash,refunded,error: Field 'sale_price' not found
627,2/17/2022,3589.84,627,63,153725.88,clothing,check,refunded,error: Field 'sale_price' not found
628,4/15/2020,7753.1,628,89,714545.88,groceries,credit card,completed,error: Field 'sale_price' not found
629,3/26/2022,1057.31,629,52,531879.26,groceries,credit card,pending,error: Field 'sale_price' not found
630,8/26/2022,7080.59,630,46,236352.6,electronics,credit card,refunded,error: Field 'sale_price' not found
631,11/16/2021,6764.8,631,88,835726.28,groceries,check,completed,error: Field 'sale_price' not found
632,9/12/2022,845.16,632,85,159873.28,groceries,credit card,completed,error: Field 'sale_price' not found
633,8/5/2021,5978.13,633,70,649918.88,clothing,cash,pending,error: Field 'sale_price' not found
634,9/13/2022,9802.76,634,66,999154.64,groceries,cash,pending,error: Field 'sale_price' not found
635,2/28/2021,6222.21,635,94,349291.85,electronics,check,pending,error: Field 'sale_price' not found
636,5/11/2022,6214.98,636,79,350193.57,clothing,credit card,completed,error: Field 'sale_price' not found
637,8/15/2021,6239.89,637,98,363302.36,clothing,credit card,pending,error: Field 'sale_price' not found
638,8/9/2022,5293.02,638,49,597453.81,groceries,check,completed,error: Field 'sale_price' not found
639,8/4/2020,9131.21,639,19,200124.12,clothing,cash,refunded,error: Field 'sale_price' not found
640,10/20/2022,9461.25,640,35,999467.29,groceries,cash,refunded,error: Field 'sale_price' not found
641,3/17/2022,7711.55,641,52,821454.9,electronics,credit card,pending,error: Field 'sale_price' not found
642,4/25/2020,8840.75,642,36,337497.75,groceries,cash,completed,error: Field 'sale_price' not found
643,12/17/2020,2403.67,643,94,503028.49,clothing,cash,completed,error: Field 'sale_price' not found
644,10/31/2020,1771.58,644,51,412206.93,clothing,credit card,completed,error: Field 'sale_price' not found
645,2/12/2022,7622.59,645,86,587785.68,electronics,credit card,pending,error: Field 'sale_price' not found
646,9/9/2021,3575.88,646,66,700258.57,groceries,credit card,completed,error: Field 'sale_price' not found
647,7/23/2021,8910.82,647,50,103195.68,groceries,credit card,pending,error: Field 'sale_price' not found
648,12/17/2021,8840.38,648,22,676026.64,clothing,cash,refunded,error: Field 'sale_price' not found
649,3/2/2020,498.32,649,37,322577.98,clothing,credit card,refunded,error: Field 'sale_price' not found
650,9/15/2020,3022.26,650,87,485999.38,electronics,check,refunded,error: Field 'sale_price' not found
651,1/1/2022,5043.69,651,22,656512.9,groceries,cash,completed,error: Field 'sale_price' not found
652,2/13/2022,2736.27,652,83,650723.55,electronics,check,pending,error: Field 'sale_price' not found
653,1/6/2021,2575.91,653,68,722037.39,groceries,cash,pending,error: Field 'sale_price' not found
654,10/2/2021,8743.4,654,90,691206.47,electronics,cash,completed,error: Field 'sale_price' not found
655,11/25/2020,8737.03,655,70,230627.36,clothing,check,pending,error: Field 'sale_price' not found
656,1/24/2021,710.42,656,35,468383.23,clothing,cash,refunded,error: Field 'sale_price' not found
657,6/30/2022,3554.39,657,25,841277.29,electronics,check,pending,error: Field 'sale_price' not found
658,6/17/2021,4244.42,658,90,45574.0,clothing,check,pending,error: Field 'sale_price' not found
659,11/10/2022,6246.72,659,97,288611.82,electronics,credit card,pending,error: Field 'sale_price' not found
660,6/15/2020,6974.88,660,90,115636.4,clothing,cash,pending,error: Field 'sale_price' not found
661,2/2/2021,675.91,661,45,864259.68,electronics,cash,refunded,error: Field 'sale_price' not found
662,11/12/2020,5701.92,662,98,293839.69,clothing,cash,refunded,error: Field 'sale_price' not found
663,7/8/2020,9106.65,663,67,995846.03,electronics,credit card,completed,error: Field 'sale_price' not found
664,12/11/2021,788.52,664,33,53477.29,groceries,credit card,refunded,error: Field 'sale_price' not found
665,12/10/2020,9291.84,665,19,428483.83,electronics,check,pending,error: Field 'sale_price' not found
666,10/6/2022,7033.64,666,27,509694.81,clothing,cash,refunded,error: Field 'sale_price' not found
667,4/7/2020,4130.88,667,42,469652.0,clothing,credit card,completed,error: Field 'sale_price' not found
668,7/14/2022,8081.93,668,45,886355.48,groceries,credit card,completed,error: Field 'sale_price' not found
669,4/15/2022,8078.49,669,29,325572.14,clothing,check,pending,error: Field 'sale_price' not found
670,4/11/2021,1973.41,670,22,411112.16,clothing,cash,refunded,error: Field 'sale_price' not found
671,4/23/2021,1184.15,671,42,147320.24,electronics,check,refunded,error: Field 'sale_price' not found
672,1/5/2020,9769.49,672,47,924485.28,clothing,check,pending,error: Field 'sale_price' not found
673,4/23/2021,2538.42,673,96,72039.61,electronics,check,completed,error: Field 'sale_price' not found
674,10/29/2020,9289.76,674,43,937899.73,electronics,check,completed,error: Field 'sale_price' not found
675,3/12/2020,4743.59,675,63,192262.52,clothing,check,completed,error: Field 'sale_price' not found
676,1/6/2022,5820.51,676,56,806405.85,groceries,cash,completed,error: Field 'sale_price' not found
677,5/15/2020,3143.54,677,27,637293.83,clothing,credit card,completed,error: Field 'sale_price' not found
678,9/21/2021,2587.67,678,56,680966.46,groceries,cash,pending,error: Field 'sale_price' not found
679,5/5/2021,6116.88,679,70,641857.15,electronics,cash,pending,error: Field 'sale_price' not found
680,5/10/2020,8695.38,680,23,143424.28,electronics,cash,pending,error: Field 'sale_price' not found
681,11/6/2021,3491.39,681,58,982642.79,clothing,check,pending,error: Field 'sale_price' not found
682,11/13/2022,1824.74,682,23,27758.32,electronics,check,refunded,error: Field 'sale_price' not found
683,3/25/2021,3964.27,683,33,627516.2,groceries,check,refunded,error: Field 'sale_price' not found
684,6/3/2020,1324.82,684,74,962662.82,groceries,credit card,completed,error: Field 'sale_price' not found
685,10/1/2020,3825.93,685,37,377560.58,electronics,cash,refunded,error: Field 'sale_price' not found
686,2/3/2021,2433.63,686,73,159991.88,clothing,check,completed,error: Field 'sale_price' not found
687,4/9/2020,5059.04,687,60,387042.69,clothing,check,pending,error: Field 'sale_price' not found
688,9/16/2022,5553.46,688,66,463161.34,groceries,cash,completed,error: Field 'sale_price' not found
689,12/4/2021,1886.44,689,56,741209.17,groceries,credit card,pending,error: Field 'sale_price' not found
690,9/26/2021,2102.68,690,26,774617.24,clothing,check,pending,error: Field 'sale_price' not found
691,9/26/2020,8871.52,691,74,202896.91,electronics,credit card,refunded,error: Field 'sale_price' not found
692,5/8/2020,3262.36,692,79,720426.66,groceries,cash,refunded,error: Field 'sale_price' not found
693,2/11/2020,1577.89,693,48,29830.19,clothing,credit card,completed,error: Field 'sale_price' not found
694,9/6/2020,5361.04,694,87,813004.75,groceries,credit card,refunded,error: Field 'sale_price' not found
695,3/29/2021,8714.56,695,96,233143.27,electronics,check,completed,error: Field 'sale_price' not found
696,10/17/2022,2398.6,696,78,513343.74,clothing,cash,refunded,error: Field 'sale_price' not found
697,9/15/2020,3141.24,697,74,561377.87,groceries,credit card,completed,error: Field 'sale_price' not found
698,4/23/2022,6324.07,698,54,795677.63,electronics,cash,pending,error: Field 'sale_price' not found
699,7/18/2021,8460.18,699,77,398249.92,groceries,credit card,pending,error: Field 'sale_price' not found
700,1/3/2021,1935.45,700,21,644636.72,clothing,cash,pending,error: Field 'sale_price' not found
701,8/1/2022,9312.57,701,84,573705.91,groceries,check,refunded,error: Field 'sale_price' not found
702,4/4/2020,716.75,702,88,789604.89,electronics,check,refunded,error: Field 'sale_price' not found
703,9/6/2022,8554.41,703,75,272093.44,groceries,check,pending,error: Field 'sale_price' not found
704,7/20/2021,5597.61,704,58,55668.9,groceries,cash,refunded,error: Field 'sale_price' not found
705,11/27/2022,3541.7,705,97,762878.83,groceries,cash,refunded,error: Field 'sale_price' not found
706,11/6/2020,1644.13,706,72,562706.27,electronics,check,refunded,error: Field 'sale_price' not found
707,7/21/2021,439.99,707,73,113009.87,groceries,check,completed,error: Field 'sale_price' not found
708,1/14/2022,6021.64,708,55,535377.76,clothing,check,pending,error: Field 'sale_price' not found
709,11/24/2022,5240.39,709,98,945585.36,groceries,credit card,pending,error: Field 'sale_price' not found
710,9/7/2022,7793.85,710,74,959639.57,groceries,cash,refunded,error: Field 'sale_price' not found
711,7/18/2022,3389.1,711,19,486679.45,groceries,credit card,pending,error: Field 'sale_price' not found
712,5/8/2022,889.0,712,29,315741.99,groceries,credit card,completed,error: Field 'sale_price' not found
713,5/5/2022,6983.15,713,49,690380.58,electronics,credit card,refunded,error: Field 'sale_price' not found
714,5/13/2020,6452.74,714,54,862141.54,clothing,check,pending,error: Field 'sale_price' not found
715,3/31/2021,1833.0,715,97,339041.36,clothing,check,completed,error: Field 'sale_price' not found
716,4/1/2021,6916.88,716,70,16308.42,groceries,cash,refunded,error: Field 'sale_price' not found
717,7/11/2020,1725.81,717,56,904573.13,electronics,cash,refunded,error: Field 'sale_price' not found
718,8/17/2020,7270.85,718,88,580377.5,groceries,check,completed,error: Field 'sale_price' not found
719,12/14/2020,3398.73,719,33,99226.61,groceries,cash,pending,error: Field 'sale_price' not found
720,8/24/2021,4321.31,720,40,962476.19,electronics,cash,pending,error: Field 'sale_price' not found
721,10/14/2021,9257.86,721,59,607914.89,electronics,check,pending,error: Field 'sale_price' not found
722,5/26/2020,796.13,722,42,698961.03,electronics,cash,completed,error: Field 'sale_price' not found
723,12/30/2021,808.16,723,60,136878.57,clothing,check,completed,error: Field 'sale_price' not found
724,6/2/2020,8313.06,724,31,819842.74,electronics,credit card,pending,error: Field 'sale_price' not found
725,10/4/2020,5894.15,725,90,164108.42,groceries,cash,refunded,error: Field 'sale_price' not found
726,8/23/2022,693.28,726,100,390780.77,electronics,cash,completed,error: Field 'sale_price' not found
727,12/10/2021,5491.15,727,29,268639.53,clothing,cash,refunded,error: Field 'sale_price' not found
728,6/4/2020,4298.33,728,66,955253.66,electronics,credit card,refunded,error: Field 'sale_price' not found
729,7/5/2022,1209.81,729,54,293634.63,electronics,credit card,refunded,error: Field 'sale_price' not found
730,8/1/2020,800.43,730,69,658341.42,clothing,cash,refunded,error: Field 'sale_price' not found
731,11/6/2021,5140.56,731,59,219412.8,electronics,check,pending,error: Field 'sale_price' not found
732,6/19/2022,8512.16,732,91,925094.05,electronics,check,refunded,error: Field 'sale_price' not found
733,11/22/2022,7468.32,733,69,928358.82,electronics,cash,refunded,error: Field 'sale_price' not found
734,6/2/2021,2787.78,734,89,658065.2,electronics,check,completed,error: Field 'sale_price' not found
735,10/16/2022,6342.96,735,69,223641.82,clothing,check,refunded,error: Field 'sale_price' not found
736,9/17/2020,7458.03,736,90,211886.35,clothing,credit card,completed,error: Field 'sale_price' not found
737,7/22/2020,4857.51,737,48,89194.71,electronics,check,pending,error: Field 'sale_price' not found
738,2/5/2020,867.73,738,87,815745.14,clothing,cash,completed,error: Field 'sale_price' not found
739,2/26/2020,4369.85,739,68,767238.15,electronics,credit card,completed,error: Field 'sale_price' not found
740,5/25/2022,7612.7,740,68,941780.76,clothing,cash,pending,error: Field 'sale_price' not found
741,4/13/2021,1332.4,741,47,682697.67,groceries,credit card,refunded,error: Field 'sale_price' not found
742,7/2/2022,7408.15,742,94,433289.12,electronics,credit card,pending,error: Field 'sale_price' not found
743,9/17/2020,4854.95,743,61,187156.92,groceries,credit card,refunded,error: Field 'sale_price' not found
744,8/18/2021,937.13,744,69,788840.13,electronics,cash,pending,error: Field 'sale_price' not found
745,5/4/2020,2609.7,745,84,739777.25,groceries,credit card,pending,error: Field 'sale_price' not found
746,5/1/2022,1770.63,746,100,199633.31,clothing,check,completed,error: Field 'sale_price' not found
747,6/2/2022,6550.73,747,85,851927.39,electronics,check,completed,error: Field 'sale_price' not found
748,7/23/2020,9935.2,748,90,772841.98,groceries,cash,pending,error: Field 'sale_price' not found
749,7/12/2021,4362.25,749,56,853592.52,clothing,credit card,refunded,error: Field 'sale_price' not found
750,1/29/2020,5531.98,750,79,716681.06,groceries,credit card,refunded,error: Field 'sale_price' not found
751,3/7/2022,342.41,751,62,269768.53,electronics,credit card,completed,error: Field 'sale_price' not found
752,11/29/2021,4731.54,752,29,361240.08,clothing,cash,completed,error: Field 'sale_price' not found
753,8/1/2021,3548.96,753,58,923133.55,clothing,credit card,refunded,error: Field 'sale_price' not found
754,1/26/2021,741.89,754,54,645143.92,clothing,cash,refunded,error: Field 'sale_price' not found
755,10/1/2022,1109.93,755,82,840972.92,electronics,check,pending,error: Field 'sale_price' not found
756,5/19/2022,4275.52,756,31,808945.96,groceries,credit card,completed,error: Field 'sale_price' not found
757,7/4/2022,326.36,757,78,219108.89,electronics,credit card,pending,error: Field 'sale_price' not found
758,10/12/2021,9734.54,758,87,938206.02,electronics,cash,refunded,error: Field 'sale_price' not found
759,7/4/2020,6298.97,759,55,489586.3,groceries,check,refunded,error: Field 'sale_price' not found
760,12/17/2022,6182.29,760,62,52810.8,electronics,check,pending,error: Field 'sale_price' not found
761,6/4/2022,7388.85,761,31,336705.5,electronics,credit card,pending,error: Field 'sale_price' not found
762,10/21/2021,8899.92,762,95,428988.55,electronics,credit card,refunded,error: Field 'sale_price' not found
763,6/10/2021,9426.67,763,64,953815.58,clothing,cash,completed,error: Field 'sale_price' not found
764,9/2/2021,8474.89,764,84,149106.59,clothing,cash,completed,error: Field 'sale_price' not found
765,4/27/2022,1288.41,765,82,591069.35,electronics,cash,pending,error: Field 'sale_price' not found
766,8/28/2021,8619.45,766,94,58018.63,electronics,check,pending,error: Field 'sale_price' not found
767,2/6/2020,4162.67,767,30,434319.37,electronics,credit card,refunded,error: Field 'sale_price' not found
768,1/2/2022,962.78,768,93,659701.26,groceries,credit card,pending,error: Field 'sale_price' not found
769,8/15/2021,90.14,769,20,895123.84,clothing,credit card,completed,error: Field 'sale_price' not found
770,12/23/2020,819.36,770,42,107849.47,electronics,credit card,completed,error: Field 'sale_price' not found
771,12/19/2020,3540.13,771,74,729329.41,electronics,cash,pending,error: Field 'sale_price' not found
772,10/17/2020,6131.51,772,32,851341.44,clothing,credit card,completed,error: Field 'sale_price' not found
773,10/28/2021,7092.92,773,41,226760.37,electronics,check,pending,error: Field 'sale_price' not found
774,11/29/2021,6729.34,774,99,334880.25,electronics,check,refunded,error: Field 'sale_price' not found
775,10/1/2022,3406.61,775,83,628714.88,groceries,check,pending,error: Field 'sale_price' not found
776,3/12/2021,8024.98,776,20,213623.38,clothing,check,completed,error: Field 'sale_price' not found
777,1/9/2022,5441.76,777,86,107268.44,groceries,check,refunded,error: Field 'sale_price' not found
778,3/25/2020,2113.61,778,84,235413.6,electronics,credit card,pending,error: Field 'sale_price' not found
779,10/18/2022,1305.78,779,56,64647.65,groceries,credit card,completed,error: Field 'sale_price' not found
780,1/30/2021,8872.43,780,76,487548.49,groceries,check,refunded,error: Field 'sale_price' not found
781,9/7/2021,5869.36,781,75,584954.31,clothing,credit card,refunded,error: Field 'sale_price' not found
782,9/6/2022,3170.62,782,67,96622.37,electronics,check,refunded,error: Field 'sale_price' not found
783,1/12/2020,4243.94,783,69,836288.91,electronics,check,completed,error: Field 'sale_price' not found
784,10/3/2021,9862.75,784,76,97652.33,electronics,cash,pending,error: Field 'sale_price' not found
785,1/9/2021,865.83,785,69,709459.65,clothing,check,completed,error: Field 'sale_price' not found
786,2/7/2020,640.4,786,44,912594.65,electronics,check,pending,error: Field 'sale_price' not found
787,2/13/2022,3878.76,787,33,920166.41,electronics,credit card,pending,error: Field 'sale_price' not found
788,6/18/2020,39.25,788,74,914053.19,groceries,credit card,refunded,error: Field 'sale_price' not found
789,11/20/2020,4958.68,789,63,94357.12,groceries,credit card,pending,error: Field 'sale_price' not found
790,6/18/2020,9347.19,790,63,266221.74,clothing,check,pending,error: Field 'sale_price' not found
791,6/30/2022,5720.96,791,63,519025.23,electronics,check,pending,error: Field 'sale_price' not found
792,5/25/2020,3372.4,792,100,218086.78,groceries,credit card,pending,error: Field 'sale_price' not found
793,11/21/2022,1254.13,793,61,971537.43,clothing,credit card,completed,error: Field 'sale_price' not found
794,4/16/2022,4276.35,794,49,325175.49,electronics,credit card,completed,error: Field 'sale_price' not found
795,9/22/2021,3584.81,795,76,236701.79,electronics,cash,refunded,error: Field 'sale_price' not found
796,3/29/2022,6852.02,796,63,430646.02,electronics,check,refunded,error: Field 'sale_price' not found
797,1/21/2021,1082.12,797,87,897852.02,clothing,credit card,refunded,error: Field 'sale_price' not found
798,12/28/2022,2732.16,798,60,935723.16,groceries,cash,pending,error: Field 'sale_price' not found
799,5/29/2020,2156.48,799,52,120014.28,groceries,cash,completed,error: Field 'sale_price' not found
800,2/16/2020,9293.08,800,73,358374.94,clothing,cash,pending,error: Field 'sale_price' not found
801,9/4/2022,1612.43,801,79,640408.8,groceries,check,refunded,error: Field 'sale_price' not found
802,12/22/2022,5409.81,802,86,338782.6,groceries,check,refunded,error: Field 'sale_price' not found
803,10/12/2021,7068.76,803,99,6154.15,clothing,credit card,refunded,error: Field 'sale_price' not found
804,6/29/2021,9566.23,804,93,927422.06,groceries,check,refunded,error: Field 'sale_price' not found
805,9/7/2020,3955.75,805,67,580016.4,groceries,credit card,pending,error: Field 'sale_price' not found
806,9/23/2022,6899.41,806,64,994703.46,groceries,cash,pending,error: Field 'sale_price' not found
807,6/6/2020,630.61,807,59,575434.73,clothing,check,completed,error: Field 'sale_price' not found
808,11/8/2022,8323.92,808,84,491573.47,clothing,cash,refunded,error: Field 'sale_price' not found
809,9/2/2022,1542.26,809,51,428028.85,clothing,check,completed,error: Field 'sale_price' not found
810,8/4/2021,5276.78,810,79,334864.71,clothing,check,refunded,error: Field 'sale_price' not found
811,11/29/2021,8749.03,811,21,94640.3,groceries,check,refunded,error: Field 'sale_price' not found
812,8/13/2021,437.63,812,59,755292.16,clothing,cash,pending,error: Field 'sale_price' not found
813,8/24/2020,2271.25,813,42,959565.03,electronics,credit card,refunded,error: Field 'sale_price' not found
814,4/3/2021,6874.02,814,66,252561.21,clothing,cash,refunded,error: Field 'sale_price' not found
815,4/9/2022,5000.04,815,76,109848.07,clothing,credit card,completed,error: Field 'sale_price' not found
816,3/23/2021,3459.03,816,23,293309.07,groceries,credit card,pending,error: Field 'sale_price' not found
817,12/18/2020,5184.15,817,68,832620.34,groceries,cash,completed,error: Field 'sale_price' not found
818,5/14/2022,3874.59,818,59,629081.75,groceries,check,completed,error: Field 'sale_price' not found
819,6/7/2021,2001.35,819,27,859057.4,clothing,check,pending,error: Field 'sale_price' not found
820,3/25/2022,1862.08,820,96,992400.57,clothing,credit card,pending,error: Field 'sale_price' not found
821,12/18/2022,2322.45,821,91,202955.01,clothing,cash,completed,error: Field 'sale_price' not found
822,9/24/2020,175.87,822,33,202250.5,groceries,check,pending,error: Field 'sale_price' not found
823,1/28/2022,4822.24,823,48,669649.95,clothing,check,refunded,error: Field 'sale_price' not found
824,5/17/2022,6211.45,824,77,362018.94,clothing,check,pending,error: Field 'sale_price' not found
825,1/24/2020,480.31,825,82,574059.74,groceries,cash,pending,error: Field 'sale_price' not found
826,9/20/2021,3100.98,826,48,211857.69,groceries,check,refunded,error: Field 'sale_price' not found
827,1/21/2020,8516.5,827,18,415767.58,clothing,cash,pending,error: Field 'sale_price' not found
828,8/17/2020,8390.44,828,66,86424.31,groceries,credit card,completed,error: Field 'sale_price' not found
829,9/5/2020,7265.18,829,20,832568.83,groceries,credit card,pending,error: Field 'sale_price' not found
830,8/1/2020,8519.51,830,93,164054.0,electronics,check,completed,error: Field 'sale_price' not found
831,1/25/2022,5602.47,831,84,968378.35,groceries,cash,completed,error: Field 'sale_price' not found
832,11/28/2020,1891.8,832,81,707043.76,clothing,check,refunded,error: Field 'sale_price' not found
833,10/17/2022,8233.78,833,22,483631.81,clothing,cash,refunded,error: Field 'sale_price' not found
834,11/13/2022,3349.7,834,35,30105.99,groceries,cash,completed,error: Field 'sale_price' not found
835,9/7/2021,2183.1,835,19,802554.15,clothing,cash,refunded,error: Field 'sale_price' not found
836,6/13/2021,9215.82,836,92,533774.53,clothing,check,completed,error: Field 'sale_price' not found
837,9/25/2022,7367.37,837,44,528563.94,electronics,credit card,refunded,error: Field 'sale_price' not found
838,7/2/2020,9623.7,838,67,103736.16,clothing,cash,pending,error: Field 'sale_price' not found
839,9/30/2022,7646.93,839,80,280129.51,clothing,cash,refunded,error: Field 'sale_price' not found
840,10/9/2021,4806.67,840,93,559702.61,clothing,credit card,refunded,error: Field 'sale_price' not found
841,10/9/2021,813.0,841,90,734324.37,clothing,cash,refunded,error: Field 'sale_price' not found
842,10/30/2021,9712.95,842,98,493317.95,groceries,credit card,completed,error: Field 'sale_price' not found
843,8/27/2022,9478.68,843,53,901089.31,clothing,cash,completed,error: Field 'sale_price' not found
844,6/25/2021,7694.34,844,83,116180.94,groceries,cash,pending,error: Field 'sale_price' not found
845,2/21/2022,7535.45,845,83,231790.3,groceries,cash,refunded,error: Field 'sale_price' not found
846,11/17/2020,409.38,846,35,676163.07,groceries,credit card,pending,error: Field 'sale_price' not found
847,9/1/2020,3749.98,847,32,364055.12,clothing,cash,refunded,error: Field 'sale_price' not found
848,7/25/2020,9345.35,848,79,647333.2,electronics,cash,completed,error: Field 'sale_price' not found
849,9/4/2021,5550.82,849,74,516802.15,electronics,cash,completed,error: Field 'sale_price' not found
850,3/11/2021,4526.25,850,61,880177.85,groceries,credit card,pending,error: Field 'sale_price' not found
851,10/9/2022,4909.15,851,74,795673.35,clothing,credit card,completed,error: Field 'sale_price' not found
852,9/17/2020,6124.31,852,94,312866.93,groceries,cash,pending,error: Field 'sale_price' not found
853,5/22/2022,6923.42,853,24,217742.76,electronics,credit card,refunded,error: Field 'sale_price' not found
854,7/11/2020,9097.11,854,34,52082.7,clothing,cash,completed,error: Field 'sale_price' not found
855,12/22/2021,644.9,855,74,720351.94,groceries,check,completed,error: Field 'sale_price' not found
856,8/25/2021,7410.59,856,49,904265.74,clothing,check,completed,error: Field 'sale_price' not found
857,10/29/2020,9182.01,857,66,864776.64,clothing,check,refunded,error: Field 'sale_price' not found
858,7/16/2022,1404.92,858,65,174898.55,clothing,check,refunded,error: Field 'sale_price' not found
859,10/22/2021,62.58,859,78,240642.77,groceries,check,completed,error: Field 'sale_price' not found
860,4/25/2022,4632.94,860,80,924203.34,clothing,check,completed,error: Field 'sale_price' not found
861,5/9/2020,928.68,861,47,181792.16,electronics,cash,refunded,error: Field 'sale_price' not found
862,9/27/2022,2983.13,862,81,720551.47,clothing,check,completed,error: Field 'sale_price' not found
863,5/10/2021,998.46,863,46,124525.09,clothing,check,completed,error: Field 'sale_price' not found
864,4/13/2022,2287.46,864,33,749686.76,clothing,credit card,completed,error: Field 'sale_price' not found
865,12/28/2022,6998.65,865,35,872761.58,groceries,credit card,completed,error: Field 'sale_price' not found
866,10/22/2021,4127.0,866,59,653428.83,electronics,check,refunded,error: Field 'sale_price' not found
867,10/4/2020,2590.95,867,45,450762.46,electronics,cash,refunded,error: Field 'sale_price' not found
868,1/17/2021,638.59,868,80,185291.02,clothing,credit card,refunded,error: Field 'sale_price' not found
869,1/16/2022,6278.12,869,33,983104.47,groceries,credit card,refunded,error: Field 'sale_price' not found
870,7/5/2020,4729.12,870,27,407131.25,clothing,cash,pending,error: Field 'sale_price' not found
871,1/31/2020,4199.39,871,68,702926.57,electronics,check,pending,error: Field 'sale_price' not found
872,2/16/2021,3441.96,872,38,29026.32,clothing,credit card,pending,error: Field 'sale_price' not found
873,12/15/2021,6004.6,873,65,850044.69,electronics,cash,pending,error: Field 'sale_price' not found
874,11/8/2020,6239.9,874,74,787647.23,groceries,check,pending,error: Field 'sale_price' not found
875,2/11/2022,9783.99,875,45,141885.87,electronics,cash,refunded,error: Field 'sale_price' not found
876,10/14/2022,5132.87,876,92,511386.89,electronics,cash,refunded,error: Field 'sale_price' not found
877,4/14/2022,8147.5,877,61,398543.81,electronics,check,completed,error: Field 'sale_price' not found
878,11/8/2021,1912.47,878,44,410657.32,groceries,cash,completed,error: Field 'sale_price' not found
879,2/18/2022,7808.86,879,65,554246.6,electronics,check,pending,error: Field 'sale_price' not found
880,12/8/2022,3367.27,880,52,163649.52,clothing,credit card,completed,error: Field 'sale_price' not found
881,8/21/2021,4328.1,881,50,806370.98,groceries,check,completed,error: Field 'sale_price' not found
882,1/23/2022,5979.92,882,80,924823.74,clothing,credit card,completed,error: Field 'sale_price' not found
